,surf_acc,surf_vacc,surfloss,surf_vloss
102,0.9729655,0.9069767594337463,0.07178337876771754,0.24567092141571764
103,0.9746263,0.8455149531364441,0.06576014523505945,0.4551287711920796
104,0.97739434,0.9856035709381104,0.06889870163403186,0.04337817237012146
105,0.97674847,0.9833887219429016,0.06461867376952996,0.13113352890690563
106,0.9749031,0.712070882320404,0.06882622723422448,1.3881641936592617
107,0.9761026,0.9678848385810852,0.07081568808196699,0.08191779684914835
108,0.97536445,0.9606866240501404,0.06716765512401744,0.18283687663137715
109,0.975549,0.9335548281669617,0.06507592538550763,0.19036850872823963
110,0.9789629,0.9678848385810852,0.06501532418226806,0.08593348805005699
111,0.9747186,0.8056478500366211,0.06953663706317514,0.5965991156177796
112,0.9797933,0.9811738729476929,0.0589117018028497,0.05185697203118391
113,0.98163867,0.9928017854690552,0.05030292146248854,0.02956743470361149
114,0.9781325,0.9396456480026245,0.060616058615228965,0.1375632487394221
115,0.9815464,0.9008859395980835,0.05058496259049772,0.32480542630716286
116,0.9795165,0.9767441749572754,0.0568533080500592,0.07025200807193453
117,0.9774866,0.9490587115287781,0.06269192729783929,0.15317980200877354
118,0.9795165,0.8671096563339233,0.05863797547294659,0.374016826004945
119,0.9835763,0.9878183603286743,0.05108117479337735,0.027428274948958508
120,0.97647166,0.9994462728500366,0.07057005504863229,0.0026682336072892296
121,0.9774866,0.9141749739646912,0.06222321670402744,0.2527486316917479
122,0.97619486,0.9800664186477661,0.06415400762179006,0.04694931923617028
123,0.97794795,0.9368770718574524,0.06387421931135828,0.17818384421195171
124,0.97674847,0.9828349947929382,0.0630819527018134,0.05594087461812024
125,0.97997785,0.9263566136360168,0.05303545858384294,0.22078400936105586
126,0.98117733,0.9972314238548279,0.0523049812793146,0.009784339738397107
127,0.97877836,0.5808416604995728,0.05759699432057997,3.3305279210556384
128,0.9812696,0.9972314238548279,0.05235646104480996,0.010592258658057959
129,0.9806237,0.6544850468635559,0.05566527304383248,1.8634731888375013
130,0.9739804,0.9872646927833557,0.0672961718693766,0.03374090336948006
131,0.98403764,0.9429678916931152,0.046924343815066154,0.17139836817367182
132,0.983484,0.9595791697502136,0.05028194113349063,0.09271969160751944
133,0.980716,0.9235880374908447,0.04972495089148789,0.1935298865493944
134,0.9785938,0.9977851510047913,0.05947517951622861,0.014853134450290233
135,0.9847758,0.8942413926124573,0.044648263924831635,0.2903433657794828
136,0.98108506,0.9545958042144775,0.051665747287977244,0.12188792552134788
137,0.9819155,0.9856035709381104,0.049908124092945004,0.044181133462642116
138,0.98283815,0.9889258146286011,0.04770867220547327,0.03574738178143313
139,0.98108506,0.9102990031242371,0.05327032845241158,0.27961426648256654
